,Train,Test,Log Train,Log Test
602,0.06073787215948105,0.43168996810913085,-2.801187851926125,-0.8400476147978931
603,0.06263762689828872,0.4261835770606995,-2.770389112782741,-0.8528850934699539
604,0.060961430364847184,0.42686900138854983,-2.797513903888746,-0.8512781011398889
605,0.06014149679541588,0.4240672812461853,-2.8110552132144098,-0.8578631541544661
606,0.05797139587402344,0.4265440979003906,-2.8478055646721048,-0.8520395225526307
607,0.06148316239118576,0.4295283441543579,-2.788991923912011,-0.8450675463607702
608,0.0598098117351532,0.4275342481136322,-2.816585555645837,-0.8497208812676527
609,0.06136803685426712,0.4292176547050476,-2.7908661517799707,-0.8457911350896352
610,0.059836048483848575,0.4250103187561035,-2.8161469821913454,-0.8556418309263348
611,0.06108240523338318,0.42740432572364806,-2.7955314209953714,-0.8500248151290087
612,0.06252666483521462,0.431530291557312,-2.77216217586019,-0.8404175703262812
613,0.061030723798275,0.42520392274856567,-2.7963778727832134,-0.85518640690176
614,0.0631160582780838,0.4360417141914368,-2.762780052460326,-0.830017365458638
615,0.05890239234566689,0.4265289945602417,-2.8318735720753065,-0.85207493180486
616,0.061886969923973086,0.4361336286067963,-2.782445623486226,-0.8298065949605754
617,0.058008749055862424,0.42519819402694703,-2.8471614340210687,-0.8551998798729714
618,0.058959609186649324,0.42902235317230225,-2.830902659571984,-0.8462462561148121
619,0.06143077285885811,0.42445779609680173,-2.7898443827547554,-0.85694269843992
620,0.05857422559261322,0.4273136768341064,-2.837460515459058,-0.850236929275687
621,0.06013328227996826,0.4295173370838165,-2.811191809024829,-0.8450931726360252
622,0.058140019220113755,0.42580737590789797,-2.84490105326815,-0.8537682042023863
623,0.06198134999871254,0.4281569399833679,-2.7809217456607658,-0.8482654684076993
624,0.06111059254407883,0.4221423785686493,-2.7950700637701895,-0.862412631876221
625,0.05913092076778412,0.42963342809677124,-2.8280012973480266,-0.8448229266713676
626,0.059100541257858276,0.42764357376098633,-2.8285151962726265,-0.8494652019337101
627,0.057942846465110776,0.4243269429206848,-2.8482981600411263,-0.8572510290946512
628,0.060725049847364425,0.4322643623352051,-2.801398983223683,-0.8387179280529713
629,0.05832799031734467,0.42288631296157836,-2.841673192481576,-0.8606518997435025
630,0.05991057305932045,0.4270995411872864,-2.814902277595372,-0.8507381753865544
631,0.05995782330036163,0.4275173649787903,-2.814113908935685,-0.8497603715968577
632,0.05948442016839981,0.4269217891693115,-2.8220408466274254,-0.851154446067914
633,0.06153344609737396,0.4293775339126587,-2.7881744130148,-0.8454187146251869
634,0.059410393726825717,0.42478842878341677,-2.823286089354412,-0.8561640486358145
635,0.06099720446467399,0.42674710512161257,-2.7969272443069486,-0.8515637008769046
636,0.05777536345720291,0.42454583692550657,-2.8511928319335977,-0.8567353004369055
637,0.06073358334302902,0.41766492319107057,-2.801258466317565,-0.8730757870859462
638,0.059093157351017,0.42499328303337097,-2.8286401421358627,-0.8556819148099771
639,0.05854950110912323,0.43739857053756714,-2.837882709741182,-0.8269104388345054
640,0.05831955162882805,0.4288849422931671,-2.8418178794315203,-0.846566595808941
641,0.05962824964523315,0.43125053095817567,-2.8196258298712205,-0.8410660794299616
642,0.06118483847975731,0.4216059856414795,-2.793855857414668,-0.8636840844139277
643,0.05728672901391983,0.4248404803276062,-2.8596862874278153,-0.8560415209211938
644,0.05850347054004669,0.43052808237075807,-2.8386692010331287,-0.8427427252540415
645,0.055992176097631456,0.4271400408744812,-2.88254331054999,-0.8506433549448993
646,0.059740536111593245,0.4282784879207611,-2.8177444921535355,-0.8479816222839893
647,0.05825784793496132,0.4253998098373413,-2.842876467114206,-0.8547258232369245
648,0.05721050485372543,0.4284031767845154,-2.861017746169312,-0.8476905249726499
649,0.059740901547670366,0.4292561898231506,-2.817738375118383,-0.8457013592196433
650,0.05840239815711975,0.4300777096748352,-2.84039832565683,-0.8437893664484171
651,0.059848054242134095,0.43953326797485354,-2.8159463580808355,-0.8220418696707699
652,0.057222703075408936,0.42765397787094117,-2.860804552430354,-0.8494408733010945
653,0.05922655301094055,0.436996563911438,-2.826385307061742,-0.8278299468203476
654,0.05970190145969391,0.4215020258426666,-2.81839140884466,-0.8639306952821053
655,0.05598349983692169,0.42494724345207213,-2.8826982774328367,-0.8557902508168134
656,0.05963189849257469,0.42264404153823854,-2.8195646384774538,-0.8612249635694922
657,0.0562949182331562,0.4240232038497925,-2.8771510101989,-0.8579670991867642
658,0.05941869258880615,0.43228114652633665,-2.8231464120708236,-0.8386791002736083
659,0.05852934824824333,0.4244364941120148,-2.8382269710862422,-0.8569928860428692
660,0.05810380185842514,0.4220523271560669,-2.845524180803437,-0.8626259746330833
661,0.058625987815856935,0.4237171711921692,-2.836577202620217,-0.8586890954014713
662,0.05723630837798119,0.4229192066192627,-2.8605668201196592,-0.8605741190789422
663,0.05878371714353561,0.42697060775756834,-2.8338903817544185,-0.8510401024141101
664,0.05698951586484909,0.4282616584300995,-2.8648879602608175,-0.848020918727327
665,0.05818954086303711,0.42801638555526733,-2.8440496506516624,-0.8485938001255202
666,0.05529239724874496,0.4230388548374176,-2.8951198618448686,-0.860291248746702
667,0.05753601530790329,0.42702406883239746,-2.8553441740751877,-0.8509149000531014
668,0.05719179999828339,0.42802249813079835,-2.861344747546302,-0.8485795190557053
669,0.05524458525776863,0.42310127019882204,-2.8959849477712964,-0.860143719136249
670,0.05821938628554344,0.4299272952079773,-2.843536882019714,-0.8441391655019985
671,0.05562267147898674,0.4276866819858551,-2.889164400423855,-0.8493644029157504
672,0.0572670814871788,0.42658489727973936,-2.8600293144619706,-0.8519438761038278
673,0.05908528851270676,0.4275416107177734,-2.828773310892049,-0.8497036603297317
674,0.06257194895744324,0.42977987694740294,-2.7714382010241203,-0.8444821154430805
675,0.05845496096611023,0.4290510816574097,-2.839498719283218,-0.8461792956800706
676,0.05758523745536804,0.42912892293930055,-2.854489038306895,-0.8459978855290826
677,0.05806005644798279,0.4310036129951477,-2.846277348150804,-0.8416388060941566
678,0.05549296339154244,0.4259761219024658,-2.8914990520057136,-0.8533719861558775
679,0.05668556523323059,0.4227601852416992,-2.870235682084287,-0.8609501986688393
680,0.05761966794729233,0.42412271785736083,-2.853891312145339,-0.8577324367177761
681,0.05834926922321319,0.4334147891998291,-2.8413084443517653,-0.8360600667891909
